VEHICLE_TYPE_CODE_2,BOROUGH,VEHICLE TYPE_CODE_1,CONTRIBUTING_FACTOR_VEHICLE_1
SPORT UTILITY / STATION WAGON,BROOKLYN,LARGE COM VEH(6 OR MORE TIRES),Pavement Defective
PICK-UP TRUCK,BROOKLYN,VAN,Oversized Vehicle
LARGE COM VEH(6 OR MORE TIRES),BROOKLYN,SMALL COM VEH(4 TIRES),Lost Consciousness
SPORT UTILITY / STATION WAGON,QUEENS,PASSENGER VEHICLE,Animals Action
PICK-UP TRUCK,MANHATTAN,BUS,View Obstructed/Limited
UNKNOWN,QUEENS,SPORT UTILITY / STATION WAGON,Aggressive Driving/Road Rage
PASSENGER VEHICLE,STATEN ISLAND,PICK-UP TRUCK,View Obstructed/Limited
BICYCLE,QUEENS,MOTORCYCLE,Traffic Control Disregarded
VAN,BROOKLYN,BUS,Oversized Vehicle
SPORT UTILITY / STATION WAGON,BRONX,MOTORCYCLE,Backing Unsafely
UNKNOWN,QUEENS,PICK-UP TRUCK,Reaction to Other Uninvolved Vehicle
MOTORCYCLE,QUEENS,SPORT UTILITY / STATION WAGON,Failure to Yield Right-of-Way
PASSENGER VEHICLE,BRONX,VAN,Brakes Defective
SMALL COM VEH(4 TIRES),BRONX,PASSENGER VEHICLE,Alcohol Involvement
TAXI,MANHATTAN,LIVERY VEHICLE,Backing Unsafely
OTHER,MANHATTAN,OTHER,Failure to Keep Right
BICYCLE,MANHATTAN,SMALL COM VEH(4 TIRES),Illness
UNKNOWN,BROOKLYN,TAXI,Failure to Yield Right-of-Way
BUS,BROOKLYN,OTHER,Fatigued/Drowsy
BICYCLE,STATEN ISLAND,PASSENGER VEHICLE,Driver Inattention/Distraction
PASSENGER VEHICLE,MANHATTAN,AMBULANCE,Fatigued/Drowsy
VAN,QUEENS,VAN,Glare
SPORT UTILITY / STATION WAGON,BROOKLYN,UNKNOWN,Reaction to Other Uninvolved Vehicle
PASSENGER VEHICLE,BROOKLYN,VAN,Unsafe Lane Changing
PASSENGER VEHICLE,QUEENS,LIVERY VEHICLE,Aggressive Driving/Road Rage
VAN,BROOKLYN,OTHER,Outside Car Distraction
BICYCLE,BROOKLYN,PASSENGER VEHICLE,Glare
PICK-UP TRUCK,MANHATTAN,VAN,Lost Consciousness
SPORT UTILITY / STATION WAGON,QUEENS,MOTORCYCLE,Failure to Yield Right-of-Way
UNKNOWN,MANHATTAN,PASSENGER VEHICLE,Outside Car Distraction
BICYCLE,STATEN ISLAND,OTHER,Driver Inattention/Distraction
LIVERY VEHICLE,MANHATTAN,PASSENGER VEHICLE,Outside Car Distraction
VAN,MANHATTAN,SMALL COM VEH(4 TIRES),Other Vehicular
UNKNOWN,BROOKLYN,UNKNOWN,Failure to Yield Right-of-Way
LARGE COM VEH(6 OR MORE TIRES),BRONX,LIVERY VEHICLE,Driver Inattention/Distraction
SMALL COM VEH(4 TIRES),MANHATTAN,VAN,Turning Improperly
BUS,BROOKLYN,SPORT UTILITY / STATION WAGON,Backing Unsafely
PASSENGER VEHICLE,BROOKLYN,LARGE COM VEH(6 OR MORE TIRES),Physical Disability
PEDICAB,MANHATTAN,LIVERY VEHICLE,Other Vehicular
UNKNOWN,BRONX,OTHER,Other Vehicular
SPORT UTILITY / STATION WAGON,BRONX,PASSENGER VEHICLE,Glare
PICK-UP TRUCK,QUEENS,SPORT UTILITY / STATION WAGON,Glare
PASSENGER VEHICLE,BRONX,SMALL COM VEH(4 TIRES),Oversized Vehicle
BICYCLE,BROOKLYN,PICK-UP TRUCK,Traffic Control Disregarded
SMALL COM VEH(4 TIRES),MANHATTAN,BUS,Oversized Vehicle
BICYCLE,BROOKLYN,SMALL COM VEH(4 TIRES),Unspecified
PASSENGER VEHICLE,MANHATTAN,BUS,Passenger Distraction
BICYCLE,QUEENS,BUS,Physical Disability
BICYCLE,QUEENS,PICK-UP TRUCK,Driver Inattention/Distraction
VAN,BROOKLYN,LARGE COM VEH(6 OR MORE TIRES),Prescription Medication
TAXI,QUEENS,SPORT UTILITY / STATION WAGON,Traffic Control Disregarded
TAXI,MANHATTAN,BUS,Other Electronic Device
UNKNOWN,BRONX,LIVERY VEHICLE,Prescription Medication
TAXI,QUEENS,PASSENGER VEHICLE,Traffic Control Disregarded
UNKNOWN,QUEENS,PASSENGER VEHICLE,Illness
VAN,BROOKLYN,VAN,Physical Disability
VAN,MANHATTAN,OTHER,Obstruction/Debris
MOTORCYCLE,MANHATTAN,SMALL COM VEH(4 TIRES),Other Vehicular
OTHER,MANHATTAN,UNKNOWN,Other Vehicular
OTHER,MANHATTAN,PICK-UP TRUCK,Driver Inattention/Distraction
PASSENGER VEHICLE,BROOKLYN,UNKNOWN,Passenger Distraction
PASSENGER VEHICLE,MANHATTAN,MOTORCYCLE,Prescription Medication
BICYCLE,QUEENS,UNKNOWN,Traffic Control Disregarded
OTHER,BRONX,BUS,Unspecified
SMALL COM VEH(4 TIRES),MANHATTAN,BUS,Other Vehicular
UNKNOWN,MANHATTAN,UNKNOWN,Other Vehicular
SMALL COM VEH(4 TIRES),STATEN ISLAND,SPORT UTILITY / STATION WAGON,Driver Inattention/Distraction
SPORT UTILITY / STATION WAGON,BROOKLYN,VAN,Lane Marking Improper/Inadequate
LARGE COM VEH(6 OR MORE TIRES),MANHATTAN,LARGE COM VEH(6 OR MORE TIRES),Obstruction/Debris
PASSENGER VEHICLE,BROOKLYN,BUS,Lane Marking Improper/Inadequate
OTHER,QUEENS,LIVERY VEHICLE,Driver Inattention/Distraction
PASSENGER VEHICLE,STATEN ISLAND,SPORT UTILITY / STATION WAGON,Unsafe Speed
VAN,BROOKLYN,TAXI,Aggressive Driving/Road Rage
PASSENGER VEHICLE,BROOKLYN,MOTORCYCLE,Lost Consciousness
BICYCLE,QUEENS,VAN,Backing Unsafely
OTHER,BRONX,SPORT UTILITY / STATION WAGON,Outside Car Distraction
VAN,MANHATTAN,OTHER,Outside Car Distraction
BICYCLE,MANHATTAN,SMALL COM VEH(4 TIRES),Unsafe Speed
LIVERY VEHICLE,BROOKLYN,PASSENGER VEHICLE,Failure to Keep Right
OTHER,BROOKLYN,MOTORCYCLE,Lost Consciousness
BICYCLE,MANHATTAN,VAN,Driver Inexperience
LIVERY VEHICLE,BROOKLYN,VAN,Backing Unsafely
BICYCLE,MANHATTAN,BUS,View Obstructed/Limited
BUS,BRONX,TAXI,Driver Inattention/Distraction
PICK-UP TRUCK,MANHATTAN,MOTORCYCLE,Driver Inexperience
PASSENGER VEHICLE,STATEN ISLAND,OTHER,Physical Disability
BUS,MANHATTAN,BUS,Backing Unsafely
SPORT UTILITY / STATION WAGON,MANHATTAN,SPORT UTILITY / STATION WAGON,View Obstructed/Limited
SMALL COM VEH(4 TIRES),BROOKLYN,UNKNOWN,Lost Consciousness
TAXI,MANHATTAN,VAN,Passing or Lane Usage Improper
PASSENGER VEHICLE,BRONX,SMALL COM VEH(4 TIRES),Backing Unsafely
BICYCLE,BROOKLYN,TAXI,Other Vehicular
TAXI,BROOKLYN,BUS,Lost Consciousness
SPORT UTILITY / STATION WAGON,BRONX,PICK-UP TRUCK,Lost Consciousness
PASSENGER VEHICLE,MANHATTAN,FIRE TRUCK,Failure to Yield Right-of-Way
BICYCLE,BROOKLYN,OTHER,Traffic Control Disregarded
SMALL COM VEH(4 TIRES),QUEENS,PASSENGER VEHICLE,Glare
SPORT UTILITY / STATION WAGON,STATEN ISLAND,VAN,Failure to Yield Right-of-Way
VAN,BROOKLYN,LARGE COM VEH(6 OR MORE TIRES),Physical Disability
UNKNOWN,MANHATTAN,BUS,Prescription Medication
UNKNOWN,MANHATTAN,PICK-UP TRUCK,Other Vehicular
LARGE COM VEH(6 OR MORE TIRES),BROOKLYN,SPORT UTILITY / STATION WAGON,View Obstructed/Limited
TAXI,BRONX,PASSENGER VEHICLE,View Obstructed/Limited
PASSENGER VEHICLE,QUEENS,UNKNOWN,Brakes Defective
PASSENGER VEHICLE,MANHATTAN,UNKNOWN,Outside Car Distraction
PASSENGER VEHICLE,QUEENS,VAN,Fell Asleep
BUS,STATEN ISLAND,PASSENGER VEHICLE,Failure to Yield Right-of-Way
VAN,QUEENS,PICK-UP TRUCK,Oversized Vehicle
AMBULANCE,QUEENS,BUS,Oversized Vehicle
PASSENGER VEHICLE,QUEENS,MOTORCYCLE,Illness
PICK-UP TRUCK,MANHATTAN,PICK-UP TRUCK,Oversized Vehicle
BUS,BRONX,PICK-UP TRUCK,Unspecified
PASSENGER VEHICLE,MANHATTAN,OTHER,Unsafe Lane Changing
OTHER,BROOKLYN,SMALL COM VEH(4 TIRES),Failure to Yield Right-of-Way
SPORT UTILITY / STATION WAGON,MANHATTAN,PASSENGER VEHICLE,Tire Failure/Inadequate
LARGE COM VEH(6 OR MORE TIRES),BROOKLYN,PASSENGER VEHICLE,Tire Failure/Inadequate
VAN,MANHATTAN,UNKNOWN,Other Vehicular
LIVERY VEHICLE,BROOKLYN,VAN,Prescription Medication
VAN,MANHATTAN,SMALL COM VEH(4 TIRES),Oversized Vehicle
PASSENGER VEHICLE,MANHATTAN,FIRE TRUCK,Pavement Slippery
VAN,BROOKLYN,VAN,Driver Inexperience
LIVERY VEHICLE,MANHATTAN,OTHER,Other Vehicular
PICK-UP TRUCK,MANHATTAN,AMBULANCE,Other Vehicular
UNKNOWN,BRONX,PASSENGER VEHICLE,Other Electronic Device
UNKNOWN,STATEN ISLAND,UNKNOWN,Driver Inattention/Distraction
UNKNOWN,QUEENS,PICK-UP TRUCK,Lost Consciousness
VAN,STATEN ISLAND,OTHER,Failure to Yield Right-of-Way
TAXI,BROOKLYN,OTHER,Tow Hitch Defective
SPORT UTILITY / STATION WAGON,QUEENS,VAN,Other Vehicular
SMALL COM VEH(4 TIRES),BRONX,PASSENGER VEHICLE,Oversized Vehicle
PASSENGER VEHICLE,STATEN ISLAND,PASSENGER VEHICLE,Drugs (Illegal)
SPORT UTILITY / STATION WAGON,MANHATTAN,BICYCLE,Physical Disability
VAN,STATEN ISLAND,PASSENGER VEHICLE,Driver Inexperience
UNKNOWN,QUEENS,BICYCLE,Driver Inattention/Distraction
PASSENGER VEHICLE,BROOKLYN,LIVERY VEHICLE,Physical Disability
SPORT UTILITY / STATION WAGON,BRONX,AMBULANCE,Steering Failure
PASSENGER VEHICLE,MANHATTAN,LIVERY VEHICLE,Other Electronic Device
SPORT UTILITY / STATION WAGON,MANHATTAN,OTHER,Drugs (Illegal)
SPORT UTILITY / STATION WAGON,MANHATTAN,SMALL COM VEH(4 TIRES),Passing or Lane Usage Improper
BICYCLE,MANHATTAN,BUS,Driver Inattention/Distraction
MOTORCYCLE,STATEN ISLAND,SPORT UTILITY / STATION WAGON,Backing Unsafely
SPORT UTILITY / STATION WAGON,QUEENS,PASSENGER VEHICLE,Accelerator Defective
SMALL COM VEH(4 TIRES),QUEENS,LARGE COM VEH(6 OR MORE TIRES),Backing Unsafely
SPORT UTILITY / STATION WAGON,QUEENS,LARGE COM VEH(6 OR MORE TIRES),Other Vehicular
MOTORCYCLE,BRONX,PASSENGER VEHICLE,Drugs (Illegal)
PICK-UP TRUCK,STATEN ISLAND,BUS,Driver Inattention/Distraction
SPORT UTILITY / STATION WAGON,BRONX,OTHER,Glare
UNKNOWN,STATEN ISLAND,UNKNOWN,Unspecified
PASSENGER VEHICLE,MANHATTAN,MOTORCYCLE,Alcohol Involvement
VAN,BRONX,VAN,Other Vehicular
LIVERY VEHICLE,MANHATTAN,PICK-UP TRUCK,Other Vehicular
PASSENGER VEHICLE,BRONX,SPORT UTILITY / STATION WAGON,Windshield Inadequate
PASSENGER VEHICLE,QUEENS,LIVERY VEHICLE,Lost Consciousness
SPORT UTILITY / STATION WAGON,BROOKLYN,TAXI,Illness
SPORT UTILITY / STATION WAGON,QUEENS,SPORT UTILITY / STATION WAGON,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion
SPORT UTILITY / STATION WAGON,QUEENS,PICK-UP TRUCK,Failure to Yield Right-of-Way
PASSENGER VEHICLE,BROOKLYN,SPORT UTILITY / STATION WAGON,Animals Action
BICYCLE,MANHATTAN,PASSENGER VEHICLE,View Obstructed/Limited
VAN,MANHATTAN,LIVERY VEHICLE,Lost Consciousness
SMALL COM VEH(4 TIRES),QUEENS,TAXI,Driver Inattention/Distraction
UNKNOWN,STATEN ISLAND,PASSENGER VEHICLE,Other Vehicular
BICYCLE,BRONX,BUS,Unspecified
SCOOTER,BROOKLYN,SCOOTER,Unspecified
LIVERY VEHICLE,MANHATTAN,LIVERY VEHICLE,Backing Unsafely
LIVERY VEHICLE,BRONX,MOTORCYCLE,Driver Inattention/Distraction
TAXI,BRONX,BUS,Lost Consciousness
AMBULANCE,BROOKLYN,PASSENGER VEHICLE,Alcohol Involvement
UNKNOWN,MANHATTAN,SPORT UTILITY / STATION WAGON,Physical Disability
PASSENGER VEHICLE,BROOKLYN,SMALL COM VEH(4 TIRES),Steering Failure
VAN,BROOKLYN,PASSENGER VEHICLE,Passenger Distraction
PASSENGER VEHICLE,BRONX,OTHER,Failure to Yield Right-of-Way
SPORT UTILITY / STATION WAGON,MANHATTAN,SPORT UTILITY / STATION WAGON,Unsafe Speed
LARGE COM VEH(6 OR MORE TIRES),MANHATTAN,PASSENGER VEHICLE,Passenger Distraction
UNKNOWN,BRONX,PICK-UP TRUCK,Other Vehicular
BUS,MANHATTAN,VAN,Prescription Medication
SPORT UTILITY / STATION WAGON,BRONX,PICK-UP TRUCK,Turning Improperly
PASSENGER VEHICLE,BROOKLYN,SMALL COM VEH(4 TIRES),Reaction to Other Uninvolved Vehicle
VAN,QUEENS,LIVERY VEHICLE,Prescription Medication
SMALL COM VEH(4 TIRES),QUEENS,PASSENGER VEHICLE,Fell Asleep
PASSENGER VEHICLE,STATEN ISLAND,SMALL COM VEH(4 TIRES),Unsafe Lane Changing
UNKNOWN,QUEENS,PASSENGER VEHICLE,View Obstructed/Limited
BUS,QUEENS,VAN,Oversized Vehicle
PASSENGER VEHICLE,QUEENS,MOTORCYCLE,Other Vehicular
SPORT UTILITY / STATION WAGON,QUEENS,LARGE COM VEH(6 OR MORE TIRES),Illness
LIVERY VEHICLE,QUEENS,UNKNOWN,Fatigued/Drowsy
TAXI,MANHATTAN,AMBULANCE,Driver Inattention/Distraction
UNKNOWN,BRONX,MOTORCYCLE,Backing Unsafely
SPORT UTILITY / STATION WAGON,QUEENS,AMBULANCE,Steering Failure
PASSENGER VEHICLE,STATEN ISLAND,UNKNOWN,Aggressive Driving/Road Rage
OTHER,BROOKLYN,PICK-UP TRUCK,Passenger Distraction
SMALL COM VEH(4 TIRES),MANHATTAN,LARGE COM VEH(6 OR MORE TIRES),Traffic Control Disregarded
MOTORCYCLE,MANHATTAN,SMALL COM VEH(4 TIRES),Fatigued/Drowsy
PASSENGER VEHICLE,QUEENS,PICK-UP TRUCK,Unsafe Lane Changing
PASSENGER VEHICLE,BROOKLYN,LIVERY VEHICLE,Passing or Lane Usage Improper
OTHER,MANHATTAN,LIVERY VEHICLE,Driver Inattention/Distraction
SMALL COM VEH(4 TIRES),BROOKLYN,LARGE COM VEH(6 OR MORE TIRES),Other Vehicular
VAN,MANHATTAN,BICYCLE,Unspecified
LIVERY VEHICLE,MANHATTAN,SMALL COM VEH(4 TIRES),Prescription Medication
BICYCLE,BROOKLYN,PICK-UP TRUCK,Failure to Yield Right-of-Way
SPORT UTILITY / STATION WAGON,STATEN ISLAND,SPORT UTILITY / STATION WAGON,Aggressive Driving/Road Rage
PICK-UP TRUCK,BROOKLYN,SPORT UTILITY / STATION WAGON,Backing Unsafely
SPORT UTILITY / STATION WAGON,MANHATTAN,LARGE COM VEH(6 OR MORE TIRES),Brakes Defective
BICYCLE,BROOKLYN,PASSENGER VEHICLE,Pavement Defective
SMALL COM VEH(4 TIRES),BRONX,LIVERY VEHICLE,Unspecified
VAN,BRONX,BUS,Lost Consciousness
SPORT UTILITY / STATION WAGON,QUEENS,PICK-UP TRUCK,Lost Consciousness
MOTORCYCLE,MANHATTAN,UNKNOWN,Other Vehicular
PASSENGER VEHICLE,MANHATTAN,MOTORCYCLE,Obstruction/Debris
BICYCLE,MANHATTAN,PICK-UP TRUCK,Illness
PASSENGER VEHICLE,QUEENS,OTHER,Passenger Distraction
VAN,QUEENS,SPORT UTILITY / STATION WAGON,Illness
VAN,QUEENS,SPORT UTILITY / STATION WAGON,Fell Asleep
PICK-UP TRUCK,BRONX,PICK-UP TRUCK,Unspecified
TAXI,QUEENS,LARGE COM VEH(6 OR MORE TIRES),Physical Disability
SMALL COM VEH(4 TIRES),MANHATTAN,SMALL COM VEH(4 TIRES),Illness
VAN,BROOKLYN,SPORT UTILITY / STATION WAGON,Fell Asleep
LARGE COM VEH(6 OR MORE TIRES),MANHATTAN,SPORT UTILITY / STATION WAGON,Brakes Defective
SPORT UTILITY / STATION WAGON,QUEENS,BUS,Backing Unsafely
LARGE COM VEH(6 OR MORE TIRES),BRONX,SPORT UTILITY / STATION WAGON,Prescription Medication
BICYCLE,MANHATTAN,PASSENGER VEHICLE,Aggressive Driving/Road Rage
OTHER,BROOKLYN,VAN,Driver Inexperience
PASSENGER VEHICLE,STATEN ISLAND,OTHER,Fatigued/Drowsy
SPORT UTILITY / STATION WAGON,STATEN ISLAND,MOTORCYCLE,Prescription Medication
TAXI,BRONX,TAXI,Driver Inattention/Distraction
AMBULANCE,QUEENS,UNKNOWN,Driver Inattention/Distraction
LIVERY VEHICLE,BROOKLYN,TAXI,Physical Disability
PICK-UP TRUCK,MANHATTAN,SPORT UTILITY / STATION WAGON,Fatigued/Drowsy
PASSENGER VEHICLE,MANHATTAN,SMALL COM VEH(4 TIRES),Passenger Distraction
TAXI,BRONX,OTHER,Unspecified
SMALL COM VEH(4 TIRES),BROOKLYN,LARGE COM VEH(6 OR MORE TIRES),Driver Inattention/Distraction
UNKNOWN,BRONX,LARGE COM VEH(6 OR MORE TIRES),Driver Inattention/Distraction
BICYCLE,STATEN ISLAND,PASSENGER VEHICLE,View Obstructed/Limited
MOTORCYCLE,MANHATTAN,SMALL COM VEH(4 TIRES),Unspecified
SPORT UTILITY / STATION WAGON,QUEENS,SPORT UTILITY / STATION WAGON,Steering Failure
LARGE COM VEH(6 OR MORE TIRES),BROOKLYN,PASSENGER VEHICLE,Alcohol Involvement
SPORT UTILITY / STATION WAGON,QUEENS,OTHER,Passing or Lane Usage Improper
LIVERY VEHICLE,MANHATTAN,PICK-UP TRUCK,Fatigued/Drowsy
TAXI,BRONX,PASSENGER VEHICLE,Physical Disability
OTHER,BRONX,OTHER,Oversized Vehicle
PICK-UP TRUCK,BRONX,AMBULANCE,Unspecified
SPORT UTILITY / STATION WAGON,MANHATTAN,SPORT UTILITY / STATION WAGON,Passenger Distraction
BICYCLE,BROOKLYN,PASSENGER VEHICLE,Pavement Slippery
PASSENGER VEHICLE,MANHATTAN,SMALL COM VEH(4 TIRES),Illness
SMALL COM VEH(4 TIRES),BRONX,PASSENGER VEHICLE,Driver Inexperience
BICYCLE,BRONX,LIVERY VEHICLE,Prescription Medication
SMALL COM VEH(4 TIRES),BRONX,SPORT UTILITY / STATION WAGON,Traffic Control Disregarded
UNKNOWN,BRONX,PICK-UP TRUCK,Other Electronic Device
TAXI,MANHATTAN,MOTORCYCLE,Fatigued/Drowsy
BICYCLE,QUEENS,PASSENGER VEHICLE,View Obstructed/Limited
SPORT UTILITY / STATION WAGON,BROOKLYN,OTHER,Traffic Control Disregarded
PICK-UP TRUCK,QUEENS,PASSENGER VEHICLE,Failure to Keep Right
BICYCLE,MANHATTAN,OTHER,Driver Inattention/Distraction
LIVERY VEHICLE,MANHATTAN,SMALL COM VEH(4 TIRES),Turning Improperly
VAN,BRONX,PASSENGER VEHICLE,Alcohol Involvement
BICYCLE,BROOKLYN,SPORT UTILITY / STATION WAGON,Illness
SPORT UTILITY / STATION WAGON,MANHATTAN,SPORT UTILITY / STATION WAGON,Steering Failure
TAXI,MANHATTAN,UNKNOWN,Driver Inattention/Distraction
UNKNOWN,MANHATTAN,TAXI,Other Electronic Device
PASSENGER VEHICLE,BROOKLYN,PASSENGER VEHICLE,Tow Hitch Defective
LIVERY VEHICLE,BRONX,LIVERY VEHICLE,Illness
BICYCLE,BROOKLYN,BUS,Passenger Distraction
SMALL COM VEH(4 TIRES),MANHATTAN,SMALL COM VEH(4 TIRES),Lane Marking Improper/Inadequate
UNKNOWN,MANHATTAN,BICYCLE,Fatigued/Drowsy
PICK-UP TRUCK,QUEENS,OTHER,Outside Car Distraction
SMALL COM VEH(4 TIRES),MANHATTAN,BICYCLE,Failure to Yield Right-of-Way
MOTORCYCLE,BROOKLYN,UNKNOWN,Backing Unsafely
OTHER,BRONX,SPORT UTILITY / STATION WAGON,Turning Improperly
PASSENGER VEHICLE,BRONX,FIRE TRUCK,Prescription Medication
SMALL COM VEH(4 TIRES),QUEENS,PASSENGER VEHICLE,Brakes Defective
VAN,QUEENS,PASSENGER VEHICLE,Aggressive Driving/Road Rage
LARGE COM VEH(6 OR MORE TIRES),QUEENS,PASSENGER VEHICLE,Failure to Keep Right
AMBULANCE,BRONX,PASSENGER VEHICLE,Prescription Medication
UNKNOWN,BRONX,BICYCLE,Driver Inattention/Distraction
UNKNOWN,BROOKLYN,MOTORCYCLE,Backing Unsafely
SPORT UTILITY / STATION WAGON,QUEENS,PASSENGER VEHICLE,Following Too Closely
TAXI,BROOKLYN,BUS,Turning Improperly
FIRE TRUCK,BRONX,PASSENGER VEHICLE,Lost Consciousness
LIVERY VEHICLE,MANHATTAN,BUS,Driver Inexperience
PICK-UP TRUCK,MANHATTAN,LIVERY VEHICLE,Other Vehicular
BUS,BROOKLYN,VAN,Lost Consciousness
PASSENGER VEHICLE,BROOKLYN,VAN,Oversized Vehicle
VAN,BRONX,LARGE COM VEH(6 OR MORE TIRES),Prescription Medication
SPORT UTILITY / STATION WAGON,STATEN ISLAND,PASSENGER VEHICLE,Brakes Defective
TAXI,BROOKLYN,PASSENGER VEHICLE,Illness
OTHER,QUEENS,LIVERY VEHICLE,Traffic Control Disregarded
LARGE COM VEH(6 OR MORE TIRES),BROOKLYN,LARGE COM VEH(6 OR MORE TIRES),Backing Unsafely
BUS,BRONX,PASSENGER VEHICLE,Outside Car Distraction
PICK-UP TRUCK,MANHATTAN,MOTORCYCLE,Driver Inattention/Distraction
PASSENGER VEHICLE,MANHATTAN,PICK-UP TRUCK,Pavement Defective
UNKNOWN,BROOKLYN,VAN,Glare
SPORT UTILITY / STATION WAGON,BRONX,PASSENGER VEHICLE,Cell Phone (hands-free)
VAN,STATEN ISLAND,VAN,Driver Inattention/Distraction
VAN,QUEENS,PASSENGER VEHICLE,Passing or Lane Usage Improper
UNKNOWN,BROOKLYN,PICK-UP TRUCK,Other Vehicular
OTHER,BROOKLYN,TAXI,Prescription Medication
PICK-UP TRUCK,STATEN ISLAND,BUS,Unspecified
UNKNOWN,BRONX,VAN,Failure to Yield Right-of-Way
TAXI,BRONX,VAN,Other Vehicular
UNKNOWN,MANHATTAN,BUS,View Obstructed/Limited
BICYCLE,MANHATTAN,TAXI,Pavement Defective
BICYCLE,BRONX,PASSENGER VEHICLE,Alcohol Involvement
OTHER,BROOKLYN,PASSENGER VEHICLE,Failure to Keep Right
VAN,BRONX,PASSENGER VEHICLE,Passing or Lane Usage Improper
VAN,MANHATTAN,VAN,Drugs (Illegal)
BICYCLE,BROOKLYN,LARGE COM VEH(6 OR MORE TIRES),Other Vehicular
UNKNOWN,BROOKLYN,LARGE COM VEH(6 OR MORE TIRES),Oversized Vehicle
PASSENGER VEHICLE,MANHATTAN,SMALL COM VEH(4 TIRES),Traffic Control Disregarded
VAN,MANHATTAN,PICK-UP TRUCK,Outside Car Distraction
SPORT UTILITY / STATION WAGON,MANHATTAN,BUS,Traffic Control Disregarded
LIVERY VEHICLE,MANHATTAN,PASSENGER VEHICLE,Unsafe Speed
OTHER,MANHATTAN,UNKNOWN,Backing Unsafely
PICK-UP TRUCK,MANHATTAN,OTHER,Other Vehicular
MOTORCYCLE,BROOKLYN,UNKNOWN,Unspecified
SPORT UTILITY / STATION WAGON,BROOKLYN,SPORT UTILITY / STATION WAGON,Traffic Control Device Improper/Non-Working
BUS,MANHATTAN,OTHER,Driver Inattention/Distraction
BUS,MANHATTAN,PASSENGER VEHICLE,Tire Failure/Inadequate
TAXI,BROOKLYN,SMALL COM VEH(4 TIRES),Driver Inattention/Distraction
BICYCLE,BRONX,TAXI,Passenger Distraction
PASSENGER VEHICLE,QUEENS,SMALL COM VEH(4 TIRES),Brakes Defective
BUS,STATEN ISLAND,PASSENGER VEHICLE,Physical Disability
UNKNOWN,BRONX,OTHER,Driver Inattention/Distraction
LARGE COM VEH(6 OR MORE TIRES),BROOKLYN,PICK-UP TRUCK,Unspecified
BUS,BRONX,PICK-UP TRUCK,Driver Inattention/Distraction
VAN,BROOKLYN,PASSENGER VEHICLE,Pavement Defective
SPORT UTILITY / STATION WAGON,MANHATTAN,LIVERY VEHICLE,Passenger Distraction
SPORT UTILITY / STATION WAGON,STATEN ISLAND,SPORT UTILITY / STATION WAGON,Brakes Defective
PASSENGER VEHICLE,BROOKLYN,VAN,Glare
BUS,STATEN ISLAND,VAN,Driver Inattention/Distraction
PASSENGER VEHICLE,BRONX,LIVERY VEHICLE,Illness
LIVERY VEHICLE,BRONX,SPORT UTILITY / STATION WAGON,Pavement Slippery
LIVERY VEHICLE,QUEENS,SPORT UTILITY / STATION WAGON,Failure to Keep Right
SPORT UTILITY / STATION WAGON,MANHATTAN,OTHER,Outside Car Distraction
SMALL COM VEH(4 TIRES),BRONX,TAXI,Fatigued/Drowsy
PICK-UP TRUCK,MANHATTAN,BUS,Fatigued/Drowsy
BUS,BRONX,PASSENGER VEHICLE,Illness
OTHER,BRONX,SMALL COM VEH(4 TIRES),Driver Inattention/Distraction
TAXI,QUEENS,TAXI,Traffic Control Disregarded
MOTORCYCLE,MANHATTAN,SMALL COM VEH(4 TIRES),Failure to Yield Right-of-Way
UNKNOWN,BROOKLYN,BICYCLE,Other Vehicular
BICYCLE,QUEENS,OTHER,Lost Consciousness
LARGE COM VEH(6 OR MORE TIRES),MANHATTAN,PASSENGER VEHICLE,Pavement Slippery
LIVERY VEHICLE,BROOKLYN,PICK-UP TRUCK,Physical Disability
SPORT UTILITY / STATION WAGON,MANHATTAN,OTHER,Oversized Vehicle
PASSENGER VEHICLE,STATEN ISLAND,PICK-UP TRUCK,Passenger Distraction
SMALL COM VEH(4 TIRES),BROOKLYN,LIVERY VEHICLE,Unsafe Speed
UNKNOWN,BRONX,PICK-UP TRUCK,Driver Inattention/Distraction
SPORT UTILITY / STATION WAGON,STATEN ISLAND,BUS,Turning Improperly
BICYCLE,MANHATTAN,UNKNOWN,Other Electronic Device
SPORT UTILITY / STATION WAGON,STATEN ISLAND,VAN,Glare
SPORT UTILITY / STATION WAGON,BRONX,SMALL COM VEH(4 TIRES),Pavement Slippery
PASSENGER VEHICLE,QUEENS,SMALL COM VEH(4 TIRES),Failure to Yield Right-of-Way
BUS,BRONX,SPORT UTILITY / STATION WAGON,Lost Consciousness
SPORT UTILITY / STATION WAGON,BRONX,VAN,Outside Car Distraction
UNKNOWN,BROOKLYN,MOTORCYCLE,Prescription Medication
SPORT UTILITY / STATION WAGON,BRONX,LIVERY VEHICLE,Alcohol Involvement
TAXI,MANHATTAN,SPORT UTILITY / STATION WAGON,Following Too Closely
SPORT UTILITY / STATION WAGON,BROOKLYN,PICK-UP TRUCK,Tire Failure/Inadequate
TAXI,QUEENS,VAN,Unsafe Speed
MOTORCYCLE,QUEENS,LARGE COM VEH(6 OR MORE TIRES),Failure to Yield Right-of-Way
